皮	皮[かわ]  名 ② ・ 皮，表皮
かぶる	かぶる  他動1 ② ・ 戴，蓋；蒙受
毎回	毎回[まいかい]  副・名 ⓪ ・ 每次，每回
幼稚園	幼稚園[ようちえん]  名 ③ ・ 幼稚園
浴衣	浴衣[ゆかた]  名 ⓪ ・ 夏季簡便和服，浴衣
零	零[れい]  名 ① ・ 零
〜おき	〜おき  接尾 ・ （時間、距離、數量等）每隔……
学年	学年[がくねん]  名 ⓪ ・ 學年；……年級
〜建て	〜建て[〜だて]  接尾 ・ ……層樓
県	県[けん]  名 ① ・ （表示行政區域的）……縣
〜軒	〜軒[〜けん]  接尾 ・ （表示房屋）……所，……棟
〜製	〜製[〜せい]  接尾 ・ （表示產地）……製造
〜代	〜代[〜だい]  接尾 ① ・ ……費；……時代；表示年齡範圍
島	島[とう]  造 ・ ……島
〜頭	〜頭[〜とう]  接尾 ・ （牛、馬等）……頭，匹；（昆蟲）……隻
番線	番線[ばんせん]  名 ・ ……號線
アジア	アジア  名 ① ・ 亞洲
あちこち	あちこち  代 ②③ ・ 這邊那邊，到處
あちらこちら	あちらこちら  ナ形・代・名 ④ ・ 這邊那邊，到處
あっちこっち	あっちこっち  ナ形・代・名 ③④ ・ 這邊那邊，到處
アドレス	アドレス  名 ⓪① ・ 地址，住址
アニメ	アニメ  名 ①⓪ ・ 動畫片，動漫
いくつか	いくつか  名・副 ① ・ 若干，幾個
イタリア	イタリア  名 ⓪ ・ 義大利
いつまでも	いつまでも  副 ①⓪ ・ 永遠，始終
インド	インド  名 ① ・ 印度
エネルギー	エネルギー  名 ②③ ・ 能源，能量；精力
えび	えび  名 ⓪ ・ 蝦
エンジン	エンジン  名 ① ・ 發動機，引擎
おいでになる	おいでになる  自動1・補動 ⑤ ・ 來；去；在
おかげ	おかげ  名 ⓪ ・ 恩惠，托……的福；由於……的緣故
オリンピック	オリンピック  名 ④ ・ 奧運會
オレンジ	オレンジ  名 ② ・ 橙子，柑橘
お宅	お宅[おたく]  名 ⓪ ・ 您的家，貴府，貴公司；（オタク）專注於愛好和其他興趣，不喜歡社交的人，御宅族
お釣り	お釣り[おつり]  名 ⓪ ・ 零錢
お目にかかる	お目にかかる[おめにかかる]  成句 ・ 見，見面，會見，拜會
カーテン	カーテン  名 ① ・ 窗簾
ガス	ガス  名 ① ・ 氣體；煤氣
ガソリン	ガソリン  名 ⓪ ・ 汽油
ガソリンスタンド	ガソリンスタンド  名 ⑥ ・ 加油站
かなり	かなり  ナ形・副 ① ・ （出乎意料）很，相當
嚙[か]む	嚙[か]む[かむ]  他動1 ① ・ 嚼，咬
ガラス	ガラス  名 ⓪ ・ 玻璃
かわいそう	かわいそう  ナ形 ④ ・ 可憐的
キッチン	キッチン  名 ① ・ 廚房
きゅうり	きゅうり  名 ① ・ 黃瓜
グラス	グラス  名 ⓪① ・ 玻璃杯
クラスメート	クラスメート  名 ④ ・ 同班同學
こしょう	こしょう  名 ② ・ 胡椒
ごちそう	ごちそう  名・他動3 ⓪ ・ 款待，宴請；豐盛的酒菜
この間	この間[このあいだ]  名・副 ⓪ ・ 上次，不久以前
これら	これら  代 ② ・ 這些
ご存じ	ご存じ[ごぞんじ]  名 ② ・ 您知道，您認識
ご覧になる	ご覧になる[ごらんになる]  成句 ・ 看
サイズ	サイズ  名 ① ・ 大小，尺寸
さっき	さっき  副・名 ① ・ 剛才，方才
さまざま	さまざま  ナ形 ②③ ・ 各式各樣，形形色色
サンダル	サンダル  名 ⓪ ・ 涼鞋
仕方ない	仕方ない[しかたない]  イ形・補形 ④ ・ 沒有辦法的，不得已的
しばらく	しばらく  副 ② ・ （雖然時間不長，但也不是馬上就能完成的樣子）暫時，暫且；（經過了一段相當長的時間）許久，好久
ステーキ	ステーキ  名 ② ・ 牛排
ストレス	ストレス  名 ② ・ 壓力，緊張情緒
すると	すると  接 ⓪ ・ 於是；那麼，那樣的話
咳[せき]	咳[せき][せき]  名 ② ・ 咳嗽
センター	センター  名 ① ・ 中心，中央
そこで	そこで  接 ⓪ ・ 因此，所以；（轉移話題）那麼
そのため	そのため  接 ⓪ ・ 因此，所以
そのほか	そのほか  連語 ② ・ 除此之外，另外
それほど	それほど  副 ⓪ ・ 那樣地；（並非）那麼地……
ダイエット	ダイエット  名・自動3 ① ・ 減肥，減重
たいてい	たいてい  名・副・ナ形 ⓪ ・ 一般；大概，大致；（不）一般
タイプ	タイプ  他動3・名 ① ・ 類型；打字
チェックイン	チェックイン  名・自動3 ④③ ・ 入住登記；（飛機）登機手續
ちっとも	ちっとも  副 ③ ・ 一點也（不）
つまり	つまり  副 ① ・ 總之，歸根結底；也就是說
できるだけ	できるだけ  副 ⓪ ・ 盡量，盡可能
できれば	できれば  連語 ② ・ 如果可以的話
ドイツ	ドイツ  名 ① ・ 德國
とうとう	とうとう  副 ① ・ 終於，終究
ところで	ところで  接 ③ ・ （轉換話題時）對了
どのよう	どのよう  連語 ①③ ・ 怎樣的
なるべく	なるべく  副 ⓪ ・ 盡量，盡可能
なるほど	なるほど  副・感 ⓪ ・ （正如所聽說的）的確；（對對方說的話表示同意）原來如此
海苔[のり]	海苔[のり][のり]  名 ② ・ 海苔；紫菜
はさみ	はさみ  名 ③② ・ 剪刀
パスポート	パスポート  名 ③ ・ 護照
バター	バター  名 ① ・ 奶油
バッグ	バッグ  名 ① ・ 包
パンダ	パンダ  名 ① ・ 熊貓
ピンク	ピンク  名 ① ・ 粉紅色，桃紅色
ほら	ほら  感 ① ・ （用於提醒）喏，瞧
レポート	レポート  他動3・名 ②⓪ ・ （研究或調查內容彙總）報告；報告書
レモン	レモン  名 ① ・ 檸檬
わあ	わあ  感 ① ・ （表示驚訝或嚇人）哇
ワイン	ワイン  名 ① ・ 葡萄酒，紅酒
偉い	偉い[えらい]  イ形 ② ・ 偉大的，卓越的；高貴的；嚴重的；吃力的
移す	移す[うつす]  他動1 ② ・ 移動；轉移
移る	移る[うつる]  自動1 ② ・ 移動；轉移
医学	医学[いがく]  名 ① ・ 醫學
一昨日	一昨日[いっさくじつ]  名 ④ ・ 前天
一生懸命	一生懸命[いっしょうけんめい]  ナ形・副 ⑤ ・ 拚命，努力
引っ越す	引っ越す[ひっこす]  自動1 ③ ・ 搬家，搬遷
影響	影響[えいきょう]  名・自動3 ⓪ ・ 影響
液	液[えき]  名 ① ・ 液體
遠足	遠足[えんそく]  名・自動3 ⓪ ・ 郊遊
汚れ	汚れ[よごれ]  名 ⓪ ・ 汙垢，髒汙
奥様	奥様[おくさま]  名 ① ・ （對他人妻子的尊稱）您夫人，您太太
押し入れ	押し入れ[おしいれ]  名 ⓪ ・ （日式）壁櫥
横断	横断[おうだん]  名・自他動3 ⓪ ・ 橫斷；橫渡
殴る	殴る[なぐる]  他動1 ② ・ 毆打
屋上	屋上[おくじょう]  名 ⓪ ・ 房頂，屋頂
温める	温める[あたためる]  他動2 ④ ・ 溫，熱，燙；醞釀
温度	温度[おんど]  名 ① ・ 溫度
音楽家	音楽家[おんがくか]  名 ⓪ ・ 音樂家
下げる	下げる[さげる]  他動2 ② ・ 降下；撤下；使後退
下りる	下りる[おりる]  自動2 ② ・ 下來；（許可等）批下來
価格	価格[かかく]  名 ⓪① ・ 價格
家内	家内[かない]  名 ① ・ （自己的）太太
科学	科学[かがく]  名 ① ・ 科學
火事	火事[かじ]  名 ① ・ 火災
花束	花束[はなたば]  名 ②③ ・ 花束
壊す	壊す[こわす]  他動1 ② ・ 弄壞；傷害；破壞
開始	開始[かいし]  名・自他動3 ⓪ ・ 開始
学ぶ	学ぶ[まなぶ]  他動1 ⓪ ・ 學習
学習	学習[がくしゅう]  名・他動3 ⓪ ・ 學習
学部	学部[がくぶ]  名 ⓪① ・ （大學）系，學院
割る	割る[わる]  他動1 ⓪ ・ 分，割；打壞，弄碎；兌水；除法
乾く	乾く[かわく]  自動1 ② ・ 變乾，乾燥
患者	患者[かんじゃ]  名 ⓪ ・ 患者，病人
環境	環境[かんきょう]  名 ⓪ ・ 環境
看護師	看護師[かんごし]  名 ③ ・ 護士
看板	看板[かんばん]  名 ⓪ ・ 招牌
観光	観光[かんこう]  名・他動3 ⓪ ・ 觀光，旅遊
機会	機会[きかい]  名 ①② ・ 機會
気を付ける	気を付ける[きをつける]  成句 ・ 小心，注意，警惕
規則	規則[きそく]  名 ②① ・ 規則
記念	記念[きねん]  名・他動3 ⓪ ・ 紀念，留念
休日	休日[きゅうじつ]  名 ⓪ ・ 休息日，假日
急に	急に[きゅうに]  副 ⓪ ・ 突然，緊急
給料	給料[きゅうりょう]  名 ① ・ 工資，薪水
許す	許す[ゆるす]  他動1 ② ・ 原諒；允許
競争	競争[きょうそう]  名・自他動3 ⓪ ・ 競爭，比賽
教師	教師[きょうし]  名 ① ・ 教師
鏡	鏡[かがみ]  名 ③② ・ 鏡子
勤める	勤める[つとめる]  自動2 ③ ・ 工作，任職
禁煙	禁煙[きんえん]  名・自動3 ⓪ ・ 禁止吸菸；戒菸
金持ち	金持ち[かねもち]  名 ③④ ・ 有錢人，富人
苦手	苦手[にがて]  名・ナ形 ⓪③ ・ 不善於；難對付，棘手
敬語	敬語[けいご]  名 ⓪ ・ 敬語
経済	経済[けいざい]  名 ① ・ 經濟
欠席	欠席[けっせき]  名・自動3 ⓪ ・ 缺席
喧嘩[けんか]	喧嘩[けんか][けんか]  名・自動3 ⓪ ・ 吵架，打架
建つ	建つ[たつ]  自動1 ① ・ 建，蓋
研究室	研究室[けんきゅうしつ]  名 ③ ・ 研究室
研究者	研究者[けんきゅうしゃ]  名 ③ ・ 研究者
研究所	研究所[けんきゅうじょ]  名 ⓪⑤ ・ 研究所
見送り	見送り[みおくり]  名 ⓪ ・ 送行；擱置
見物	見物[けんぶつ]  名・他動3 ⓪ ・ 觀賞，遊覽
言語	言語[げんご]  名 ① ・ 言語，語言
後輩	後輩[こうはい]  名 ⓪ ・ 晚輩；學弟，學妹
交通	交通[こうつう]  名 ⓪ ・ 交通
光る	光る[ひかる]  自動1 ② ・ 發光；出眾
公務員	公務員[こうむいん]  名 ③ ・ 公務員
向かう	向かう[むかう]  自動1 ⓪ ・ 面向；朝，前往；迎來
工業	工業[こうぎょう]  名 ① ・ 工業
広さ	広さ[ひろさ]  名 ① ・ 面積；廣博
考え方	考え方[かんがえかた]  名 ⓪⑤ ・ 想法
講義	講義[こうぎ]  名・他動3 ①③ ・ （特指）大學課程
郊外	郊外[こうがい]  名 ① ・ 郊外，城外
香り	香り[かおり]  名 ⓪ ・ 芳香
高速道路	高速道路[こうそくどうろ]  名 ⑤ ・ 高速公路
合格	合格[ごうかく]  名・自動3 ⓪ ・ 及格，考上；合格
国語	国語[こくご]  名 ⓪ ・ 國語；日語；語文
国際	国際[こくさい]  名 ⓪ ・ 國際
国内	国内[こくない]  名 ② ・ 國內
差し上げる	差し上げる[さしあげる]  他動2 ⓪④ ・ 敬獻，呈送
砂	砂[すな]  名 ⓪ ・ 沙子
済む	済む[すむ]  自動1 ① ・ 完了；解決；對付過去
材料	材料[ざいりょう]  名 ③ ・ 材料，原料；素材
坂	坂[さか]  名 ② ・ 坡，斜坡
参る	参る[まいる]  自動1 ① ・ 去；來；參拜
山道	山道[やまみち]  名 ② ・ 山路
産業	産業[さんぎょう]  名 ⓪ ・ 產業，工業
賛成	賛成[さんせい]  名・自動3 ⓪ ・ 贊成，同意
酸っぱい	酸っぱい[すっぱい]  イ形 ③ ・ 酸的，酸味的
伺う	伺う[うかがう]  自他動1 ⓪ ・ 請教，打聽；拜訪
刺身	刺身[さしみ]  名 ③ ・ 生魚片；生肉片
四角	四角[しかく]  名・ナ形 ③ ・ 四角，方形
四角い	四角い[しかくい]  イ形 ③⓪ ・ 四角形的，方形的
四季	四季[しき]  名 ②① ・ 四季
始め	始め[はじめ]  名 ⓪ ・ 開頭，開始
指輪	指輪[ゆびわ]  名 ⓪ ・ 戒指
止む	止む[やむ]  自動1 ⓪ ・ 停止，中止
私	私[わたくし]  代・名 ⓪ ・ （用於正式場合）我；私，私事
糸	糸[いと]  名 ① ・ 線；絲；線索
事故	事故[じこ]  名 ① ・ 事故
叱る	叱る[しかる]  他動1 ⓪ ・ 批評，訓斥
実際	実際[じっさい]  名・副 ⓪ ・ 事實，實際；的確
写る	写る[うつる]  自動1 ② ・ 映，照
邪魔	邪魔[じゃま]  名・ナ形・他動3 ⓪ ・ 妨礙；打擾
主婦	主婦[しゅふ]  名 ① ・ 家庭主婦
収入	収入[しゅうにゅう]  名 ⓪ ・ 收入
習慣	習慣[しゅうかん]  名 ⓪ ・ 習慣；風俗
臭い	臭い[くさい]  イ形 ② ・ 臭的；可疑的；做作的
週刊	週刊[しゅうかん]  名 ⓪ ・ 週刊
集合	集合[しゅうごう]  名・自動3 ⓪ ・ 集合
柔らかい	柔らかい[やわらかい]  イ形 ④ ・ 柔軟的；溫和的
柔道	柔道[じゅうどう]  名 ① ・ 柔道
渋滞	渋滞[じゅうたい]  名・自動3 ⓪ ・ 塞車，停滯不前
重要	重要[じゅうよう]  ナ形 ⓪ ・ 重要，要緊
出席	出席[しゅっせき]  名・自動3 ⓪ ・ 出席
出入り口	出入り口[でいりぐち]  名 ③⓪ ・ 出入口
召し上がる	召し上がる[めしあがる]  他動1 ⓪④ ・ 吃，喝
小鳥	小鳥[ことり]  名 ⓪ ・ 小鳥
少々	少々[しょうしょう]  名・副 ① ・ 少許，稍微
焼ける	焼ける[やける]  自動2 ⓪ ・ 燃燒；燒成；曬黑
笑わせる	笑わせる[わらわせる]  他動2 ⓪ ・ 使發笑；令人看不起
上司	上司[じょうし]  名 ① ・ 上司，上級
乗り換え	乗り換え[のりかえ]  名 ⓪ ・ 換乘
乗り物	乗り物[のりもの]  名 ⓪ ・ 交通工具
畳	畳[たたみ]  名 ⓪ ・ 草蓆，草墊，榻榻米
植える	植える[うえる]  他動2 ⓪ ・ 種，種植
新入生	新入生[しんにゅうせい]  名 ③ ・ 新生
申し上げる	申し上げる[もうしあげる]  他動2・補動 ⓪⑤ ・ （「言う」の謙譲語）說，講；（「お／ご…申し上げる」の形で）做，為
真ん中	真ん中[まんなか]  名 ⓪ ・ 正中，正中間
親しい	親しい[したしい]  イ形 ③ ・ 親近的，親密的
親戚	親戚[しんせき]  名 ⓪ ・ 親戚
人形	人形[にんぎょう]  名 ⓪ ・ 玩偶，人偶
水道	水道[すいどう]  名 ⓪ ・ 自來水管道
随分	随分[ずいぶん]  副・ナ形 ① ・ 相當，很；不像話，過分
数学	数学[すうがく]  名 ⓪ ・ 數學
政治	政治[せいじ]  名 ⓪ ・ 政治
整理	整理[せいり]  名・他動3 ① ・ 整理，整頓；清理，裁減
正解	正解[せいかい]  名・他動3 ⓪ ・ 正確答案
西洋	西洋[せいよう]  名 ① ・ 西洋，西方
青空	青空[あおぞら]  名 ③ ・ 藍天，青天
赤ちゃん	赤ちゃん[あかちゃん]  名 ① ・ 嬰兒
折る	折る[おる]  他動1 ① ・ 折，折斷
折れる	折れる[おれる]  自動2 ② ・ 折，折斷；轉彎；讓步，遷就
舌	舌[した]  名 ② ・ 舌頭
浅い	浅い[あさい]  イ形 ⓪② ・ 淺的；淡的
選手	選手[せんしゅ]  名 ① ・ 選手；運動員
全国	全国[ぜんこく]  名 ① ・ 全國
早退	早退[そうたい]  名・自動3 ⓪ ・ 早退
痩せる	痩せる[やせる]  自動2 ⓪ ・ 瘦
窓口	窓口[まどぐち]  名 ② ・ 窗口
騒ぐ	騒ぐ[さわぐ]  自動1 ② ・ 吵鬧；不安；騷亂
贈る	贈る[おくる]  他動1 ⓪ ・ 贈送
太る	太る[ふとる]  自動1 ② ・ 胖，發福
体操	体操[たいそう]  名・自動3 ⓪ ・ 體操
退院	退院[たいいん]  名・自動3 ⓪ ・ 出院
台風	台風[たいふう]  名 ③ ・ 颱風
大雨	大雨[おおあめ]  名 ③ ・ 大雨
大型	大型[おおがた]  名 ⓪ ・ 大型，巨型
大声	大声[おおごえ]  名 ③ ・ 大聲
大通り	大通り[おおどおり]  名 ③ ・ 大馬路，大街
大都会	大都会[だいとかい]  名 ③ ・ 大城市
大部分	大部分[だいぶぶん]  名・副 ③ ・ 大部分，大致
棚	棚[たな]  名 ⓪ ・ 棚，架
暖房	暖房[だんぼう]  他動3・名 ⓪ ・ 暖氣（裝置）
男女	男女[だんじょ]  名 ① ・ 男女
知り合い	知り合い[しりあい]  名 ⓪ ・ 熟人，熟識
地球	地球[ちきゅう]  名 ⓪ ・ 地球
致す	致す[いたす]  自他動1・補動 ②⓪ ・ 做；致以
中指	中指[なかゆび]  名 ② ・ 中指
中止	中止[ちゅうし]  名・他動3 ⓪ ・ 中止，取消
昼間	昼間[ひるま]  名 ③ ・ 白天，晝間
昼食	昼食[ちゅうしょく]  名 ⓪ ・ 午餐
駐車	駐車[ちゅうしゃ]  名・自動3 ⓪ ・ 停車
駐車場	駐車場[ちゅうしゃじょう]  名 ⓪ ・ 停車場
超える	超える[こえる]  自動2 ⓪ ・ 超出，超過，多出
低	低[てい]  造 ・ 低……
底	底[そこ]  名 ⓪ ・ 底，底部；深處
天気予報	天気予報[てんきよほう]  名 ④ ・ 天氣預報
展覧会	展覧会[てんらんかい]  名 ③ ・ 展覽會
伝わる	伝わる[つたわる]  自動1 ⓪ ・ 傳；傳播；聞名；傳導；傳入
電灯	電灯[でんとう]  名 ⓪ ・ 電燈
塗る	塗る[ぬる]  他動1 ⓪ ・ 塗，塗抹
唐辛子	唐辛子[とうがらし]  名 ③ ・ 辣椒
踏む	踏む[ふむ]  他動1 ⓪ ・ 踩；走上
憧れ	憧れ[あこがれ]  名 ⓪ ・ 憧憬，嚮往
読書	読書[どくしょ]  名・自動3 ① ・ 看書，讀書
内側	内側[うちがわ]  名 ⓪ ・ 內側
鍋	鍋[なべ]  名 ① ・ 鍋
燃える	燃える[もえる]  自動2 ⓪ ・ 燃燒；充滿
馬	馬[うま]  名 ② ・ 馬
拝見	拝見[はいけん]  名・他動3 ⓪ ・ 拜見，拜讀
背中	背中[せなか]  名 ⓪ ・ 背，背部；背後
配る	配る[くばる]  他動1 ② ・ 分發，分派；用心周到
倍	倍[ばい]  名・接尾 ⓪ ・ 一倍；……倍
発音	発音[はつおん]  名・他動3 ⓪ ・ 發音
発展	発展[はってん]  名・自動3 ⓪ ・ 發展
髪の毛	髪の毛[かみのけ]  名 ③ ・ 頭髮
犯人	犯人[はんにん]  名 ① ・ 罪犯
番組	番組[ばんぐみ]  名 ⓪ ・ （電視或廣播）節目
番地	番地[ばんち]  名 ⓪ ・ （行政區域）……號
疲れ	疲れ[つかれ]  名 ③ ・ 疲勞，疲倦
表す	表す[あらわす]  他動1 ③ ・ 表達，表示，表現
布団	布団[ふとん]  名 ⓪ ・ 被子，褥子
普段	普段[ふだん]  名・副 ① ・ 平時，平常
復習	復習[ふくしゅう]  名・他動3 ⓪ ・ 複習
分かれる	分かれる[わかれる]  自動2 ③ ・ 分為，劃分，分歧
文学	文学[ぶんがく]  名 ① ・ 文學，文藝
文字	文字[もじ]  名 ① ・ 文字
文法	文法[ぶんぽう]  名 ⓪ ・ 語法
文房具	文房具[ぶんぼうぐ]  名 ③ ・ 文具
聞かせる	聞かせる[きかせる]  他動2 ⓪ ・ 給……聽；中聽，動聽
変化	変化[へんか]  名・自動3 ① ・ 變化
片付く	片付く[かたづく]  自動1 ③ ・ 收拾整齊；得到解決
編む	編む[あむ]  他動1 ① ・ 編織；編輯
捕まえる	捕まえる[つかまえる]  他動2 ⓪ ・ 抓住；逮捕
暮らし	暮らし[くらし]  名 ⓪ ・ 生活，度日；生計
報告	報告[ほうこく]  名・他動3 ⓪ ・ 報告，彙報
放送	放送[ほうそう]  名・他動3 ⓪ ・ 廣播，播報
法律	法律[ほうりつ]  名 ⓪ ・ 法律
褒める	褒める[ほめる]  他動2 ② ・ 稱讚，誇獎
翻訳	翻訳[ほんやく]  名・他動3 ⓪ ・ 翻譯
満員	満員[まんいん]  名 ⓪ ・ 滿員；滿座；客滿
満足	満足[まんぞく]  名・ナ形・自動3 ① ・ 滿足，滿意；令人滿意
無くす	無くす[なくす]  他動1 ⓪ ・ 失去，喪失；消滅，消除
無駄	無駄[むだ]  名・ナ形 ⓪ ・ 徒勞，白費
明日	明日[あす]  名 ②⓪ ・ 明天；（近的）將來，以後
迷子	迷子[まいご]  名 ① ・ 迷路的孩子；迷路
迷惑	迷惑[めいわく]  名・ナ形・自動3 ① ・ 麻煩，為難
鳴く	鳴く[なく]  自動1 ⓪ ・ （鳥、蟲、獸等）鳴叫，叫
鳴る	鳴る[なる]  自動1 ⓪ ・ （非生物）鳴，響
毛	毛[け]  名 ⓪ ・ 毛；頭髮
黙る	黙る[だまる]  自動1 ② ・ 沉默，不作聲
目の前	目の前[めのまえ]  名 ③ ・ 眼前，面前；迫在眉睫
目的	目的[もくてき]  名 ⓪ ・ 目的，目標
夜中	夜中[よなか]  名 ③ ・ 深夜，半夜
油	油[あぶら]  名 ⓪ ・ （液體）油
有料	有料[ゆうりょう]  名 ⓪ ・ 收費，需付費
遊園地	遊園地[ゆうえんち]  名 ③ ・ 遊樂園
夕飯	夕飯[ゆうはん]  名 ⓪ ・ 晚餐
予習	予習[よしゅう]  名・他動3 ⓪ ・ 預習
様子	様子[ようす]  名 ⓪ ・ 情況；姿態；跡象
用紙	用紙[ようし]  名 ⓪① ・ （特定用途、固定格式的）紙張，表格
葉	葉[は]  名 ⓪ ・ 葉子
踊り	踊り[おどり]  名 ⓪ ・ 舞蹈
踊る	踊る[おどる]  自動1 ⓪ ・ 跳舞
冷える	冷える[ひえる]  自動2 ② ・ 變涼，放涼；感覺冷；（關係）變冷淡
列	列[れつ]  名 ① ・ 列；排列；順序
列車	列車[れっしゃ]  名 ⓪① ・ 列車，火車
連れる	連れる[つれる]  他動2 ⓪ ・ 帶，領
論文	論文[ろんぶん]  名 ⓪ ・ 論文
ばら	ばら  名 ⓪ ・ 玫瑰花
〜通り	〜通り[〜とおり]  接尾 ・ ……種（方法、種類等）
〜通り	〜通り[〜どおり]  接尾 ・ 按照……；程度
アドバイス	アドバイス  他動3・名 ①③ ・ 勸告，建議
アナウンス	アナウンス  他動3・名 ②③ ・ 廣播
あれこれ	あれこれ  代・副 ② ・ 這個那個，種種
あんまり	あんまり  副・ナ形 ⓪ ・ （不）太……；太……
いつの間にか	いつの間にか[いつのまにか]  副 ④⑤⓪ ・ 不知什麼時候，不知不覺中
イメージ	イメージ  他動3・名 ②① ・ 印象，形象
インク	インク  名 ⓪ ・ 墨水
インタビュー	インタビュー  名・自他動3 ① ・ 採訪，會見
うっかり	うっかり  副・自動3 ③ ・ 不留神，無意中
噂[うわさ]	噂[うわさ][うわさ]  名・他動3 ⓪ ・ 在背後議論別人；傳聞，風言風語
エプロン	エプロン  名 ① ・ 西式圍裙
甥[おい]	甥[おい][おい]  名 ⓪ ・ 外甥，侄子
オーバー	オーバー  ナ形・名・自動3 ① ・ 超過；過分，誇張
お辞儀	お辞儀[おじぎ]  名・自動3 ⓪ ・ 行禮，鞠躬
カーブ	カーブ  名・自動3 ① ・ 轉彎處，彎曲
ガイド	ガイド  他動3・名 ① ・ 導遊；指南
カセットテープ	カセットテープ  名 ⑤ ・ 盒式錄音磁帶
カタログ	カタログ  名 ⓪ ・ 商品目錄
